设备号,点播日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,名称关键字,观看时间,制片,语言,片长,类型
10272,20170917,精彩点,同盟(23),2017-09-17 13:00:29,2017-09-17 13:19:58,11120,同盟,19.48333333333333,香港,粤语,45,剧情 / 动作 / 悬疑
11020,20170917,精彩点,那年花开月正圆(28)(高清),2017-09-17 13:01:45,2017-09-17 13:43:17,11046,那年花开月正圆,41.53333333333333,大陆,国语,45,剧情 / 古装
10992,20170917,精彩点,盲约(48)(高清)(大结局),2017-09-17 13:03:47,2017-09-17 13:26:05,10204,盲约,22.3,大陆,国语,45,剧情 / 喜剧 / 爱情
11232,20170917,精彩点,灿烂的外母(15),2017-09-17 13:06:26,2017-09-17 14:06:47,11291,灿烂的外母,40.0,香港,粤语,40,剧情 / 喜剧
10184,20170917,精彩点,那年花开月正圆(19)(高清),2017-09-17 13:06:31,2017-09-17 13:49:12,10746,那年花开月正圆,42.68333333333333,大陆,国语,45,剧情 / 古装
10501,20170917,精彩点,09月11日 豆小鸭(高清),2017-09-17 13:06:42,2017-09-17 13:14:20,11084,豆小鸭,7.633333333333333,大陆,国语,11,喜剧 / 动画
11229,20170917,精彩点,08月03日 喜羊羊之深海历险记,2017-09-17 13:06:50,2017-09-17 14:01:37,10172,喜羊羊之深海历险记,15.0,大陆,国语,15,动画 / 儿童 / 奇幻
10321,20170917,精彩点,巾帼枭雄之谍血长天(26)(大结局),2017-09-17 13:07:26,2017-09-17 13:37:17,10376,巾帼枭雄之谍血长天,29.85,香港,粤语,45,爱情 / 历史 / 战争
11121,20170917,精彩点,变形金刚2 (高清),2017-09-17 13:15:18,2017-09-17 13:53:33,11302,变形金刚2,38.25,美国,英语 / 西班牙语 / 阿拉伯语,150,动作 / 科幻
11121,20170917,精彩点,变形金刚2(高清)(暴爽重金属超强震撼),2017-09-17 13:15:18,2017-09-17 13:53:33,11302,变形金刚2,38.25,美国,英语 / 西班牙语 / 阿拉伯语,150,动作 / 科幻
11234,20170917,精彩点,秦时丽人明月心(30)(高清),2017-09-17 13:19:15,2017-09-17 13:24:22,10088,秦时丽人明月心,5.116666666666666,大陆,国语,45,剧情 / 爱情 / 古装
11130,20170917,精彩点,剃刀边缘(15)(高清),2017-09-17 13:19:56,2017-09-17 14:05:11,10774,剃刀边缘,45.0,大陆,国语,45,剧情 / 战争
10272,20170917,精彩点,超时空男臣(32)(大结局),2017-09-17 13:20:23,2017-09-17 14:03:58,11120,超时空男臣,43.58333333333334,香港,粤语,45,喜剧
11234,20170917,精彩点,秦时丽人明月心(30)(高清),2017-09-17 13:24:33,2017-09-17 13:31:23,10088,秦时丽人明月心,6.833333333333333,大陆,国语,45,剧情 / 爱情 / 古装
10236,20170917,精彩点,那年花开月正圆(27)(高清),2017-09-17 13:25:32,2017-09-17 14:02:40,10814,那年花开月正圆,37.13333333333333,大陆,国语,45,剧情 / 古装
10992,20170917,精彩点,人间至味是清欢(42)(高清)(大结局),2017-09-17 13:26:14,2017-09-17 13:46:05,10204,人间至味是清欢,19.85,大陆,国语,45,剧情 / 爱情
10575,20170917,精彩点,09月15日 极速前进 第四季：张继科化身战神接飞米(高清),2017-09-17 13:26:42,2017-09-17 14:45:56,10155,极速前进 第四季,79.23333333333333,大陆,国语,90,真人秀
11240,20170917,精彩点,黑土热血(30)(高清),2017-09-17 13:28:05,2017-09-17 14:11:08,10801,黑土热血,43.05,大陆,国语,45,剧情 / 爱情 / 历史 / 战争
10438,20170917,精彩点,盲约(06)(高清),2017-09-17 13:29:22,2017-09-17 14:11:42,10523,盲约,42.33333333333334,大陆,国语,45,剧情 / 喜剧 / 爱情
10115,20170917,精彩点,同盟(03)(高清),2017-09-17 13:33:09,2017-09-17 13:43:58,10994,同盟,10.81666666666667,香港,粤语,45,剧情 / 动作 / 悬疑
10115,20170917,精彩点,同盟(03),2017-09-17 13:33:09,2017-09-17 13:43:58,10994,同盟,10.81666666666667,香港,粤语,45,剧情 / 动作 / 悬疑
11122,20170917,精彩点,我们的爱(34)(高清),2017-09-17 13:33:27,2017-09-17 14:12:11,10146,我们的爱,38.73333333333333,大陆,国语,45,剧情 / 爱情 / 家庭
11020,20170917,精彩点,那年花开月正圆(29)(高清),2017-09-17 13:43:15,2017-09-17 13:50:17,11046,那年花开月正圆,7.033333333333333,大陆,国语,45,剧情 / 古装
11137,20170917,精彩点,平凡岁月(01)(高清),2017-09-17 13:46:33,2017-09-17 14:27:23,11237,平凡岁月,40.83333333333334,大陆,国语,45,剧情 / 爱情
11276,20170917,精彩点,武林外传(高清),2017-09-17 13:48:49,2017-09-17 14:22:35,11270,武林外传,33.76666666666667,大陆,国语 / 英语 / 粤语 / 上海话 / 陕西话 / 南京话,40,喜剧 / 武侠 / 古装
11020,20170917,精彩点,那年花开月正圆(29)(高清),2017-09-17 13:50:16,2017-09-17 14:25:51,11046,那年花开月正圆,35.58333333333334,大陆,国语,45,剧情 / 古装
11001,20170917,精彩点,大军师司马懿之军师联盟(01)(高清),2017-09-17 14:01:38,2017-09-17 14:48:17,10129,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10115,20170917,精彩点,同盟(04),2017-09-17 14:05:10,2017-09-17 14:14:36,10994,同盟,9.433333333333334,香港,粤语,45,剧情 / 动作 / 悬疑
10115,20170917,精彩点,同盟(04)(高清),2017-09-17 14:05:10,2017-09-17 14:14:36,10994,同盟,9.433333333333334,香港,粤语,45,剧情 / 动作 / 悬疑
11240,20170917,精彩点,黑土热血(31)(高清),2017-09-17 14:11:07,2017-09-17 14:54:22,10801,黑土热血,43.25,大陆,国语,45,剧情 / 爱情 / 历史 / 战争
10236,20170917,精彩点,那年花开月正圆(27)(高清),2017-09-17 14:18:32,2017-09-17 14:32:50,10814,那年花开月正圆,14.3,大陆,国语,45,剧情 / 古装
11141,20170917,热点专题,新水浒传(63)(高清),2017-09-17 14:19:22,2017-09-17 15:05:02,10082,新水浒传,45.66666666666666,大陆,国语,47,剧情 / 动作 / 古装
11137,20170917,精彩点,平凡岁月(02)(高清),2017-09-17 14:27:58,2017-09-17 15:12:59,11237,平凡岁月,45.0,大陆,国语,45,剧情 / 爱情
10272,20170917,热点专题,hold住爱(高清)(杨幂甜笑电倒刘恺威),2017-09-17 14:34:16,2017-09-17 14:45:15,11120,hold住爱,10.98333333333333,大陆,国语,20,喜剧
10272,20170917,热点专题,hold住爱(高清),2017-09-17 14:34:16,2017-09-17 14:45:15,11120,hold住爱,10.98333333333333,大陆,国语,20,喜剧
10470,20170917,精彩点,自然：荒野探秘(01)(高清),2017-09-17 14:42:25,2017-09-17 15:20:15,10281,自然,37.83333333333334,美国,英语,60,纪录片 / 家庭
10575,20170917,精彩点,09月15日 中国新歌声 第二季：郭沁周深默契演绎《大鱼》(高清),2017-09-17 14:47:12,2017-09-17 15:03:47,10155,中国新歌声 第二季,16.58333333333333,大陆,国语,100,音乐 / 真人秀
10290,20170917,热点专题,怪物史莱克(高清)(姜饼王冲锋，断臂救公主),2017-09-17 14:47:37,2017-09-17 15:27:02,11087,怪物史莱克,12.0,美国,英语,12,喜剧 / 动画 / 短片 / 家庭 / 奇幻
11001,20170917,精彩点,大军师司马懿之军师联盟(02)(高清),2017-09-17 14:48:28,2017-09-17 15:35:09,10129,大军师司马懿之军师联盟,45.0,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10575,20170917,精彩点,09月15日 中国新歌声 第二季：郭沁周深默契演绎《大鱼》(高清),2017-09-17 15:03:46,2017-09-17 16:28:30,10155,中国新歌声 第二季,84.73333333333333,大陆,国语,100,音乐 / 真人秀
11141,20170917,热点专题,新水浒传(64)(高清),2017-09-17 15:05:08,2017-09-17 15:49:54,10082,新水浒传,44.76666666666667,大陆,国语,47,剧情 / 动作 / 古装
10036,20170917,精彩点,大军师司马懿之军师联盟(31)(高清),2017-09-17 15:08:22,2017-09-17 15:50:30,10750,大军师司马懿之军师联盟,42.13333333333333,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
10225,20170917,精彩点,哈利波特6：混血王子的背叛(高清),2017-09-17 15:09:40,2017-09-17 15:34:32,10255,哈利波特6,24.86666666666667,英国 / 美国,英语,153,剧情 / 奇幻 / 冒险
10225,20170917,精彩点,哈利波特6混血王子(高清),2017-09-17 15:09:40,2017-09-17 15:34:32,10255,哈利波特6混血王子,24.86666666666667,英国 / 美国,英语,153,剧情 / 奇幻 / 冒险
11137,20170917,精彩点,平凡岁月(03)(高清),2017-09-17 15:12:58,2017-09-17 15:53:01,11237,平凡岁月,40.05,大陆,国语,45,剧情 / 爱情
10634,20170917,热点专题,十万个冷笑话(高清),2017-09-17 15:21:06,2017-09-17 15:56:44,10707,十万个冷笑话,35.63333333333333,大陆,国语,100,喜剧 / 动画 / 奇幻
10470,20170917,热点专题,新水浒传(06)(高清),2017-09-17 15:22:07,2017-09-17 15:49:40,10281,新水浒传,27.55,大陆,国语,47,剧情 / 动作 / 古装
10452,20170917,精彩点,那年花开月正圆(27)(高清),2017-09-17 15:23:01,2017-09-17 16:03:08,10085,那年花开月正圆,40.11666666666667,大陆,国语,45,剧情 / 古装
10109,20170917,精彩点,万象：荒野猎奇年鉴(03)(高清),2017-09-17 15:25:24,2017-09-17 16:13:05,10985,万象,20.0,大陆,国语,20,剧情
10757,20170917,精彩点,平凡岁月(05)(高清),2017-09-17 15:25:27,2017-09-17 15:59:09,11097,平凡岁月,33.7,大陆,国语,45,剧情 / 爱情
10162,20170917,精彩点,那年花开月正圆(13)(高清),2017-09-17 15:42:07,2017-09-17 16:25:21,10793,那年花开月正圆,43.23333333333333,大陆,国语,45,剧情 / 古装
10470,20170917,热点专题,猫和老鼠(03),2017-09-17 15:49:38,2017-09-17 15:57:54,10281,猫和老鼠,8.266666666666667,美国,英语,30,喜剧 / 动画 / 家庭
11141,20170917,热点专题,新水浒传(65)(高清),2017-09-17 15:49:52,2017-09-17 16:37:59,10082,新水浒传,47.0,大陆,国语,47,剧情 / 动作 / 古装
11284,20170917,热点专题,神探夏洛克 第三季(01)：空灵柩(高清),2017-09-17 15:52:02,2017-09-17 16:46:26,11183,神探夏洛克 第三季,54.4,英国,英语,90,剧情 / 悬疑 / 犯罪
10036,20170917,精彩点,大军师司马懿之军师联盟(32)(高清),2017-09-17 15:52:07,2017-09-17 16:23:21,10750,大军师司马懿之军师联盟,31.23333333333333,大陆,国语,45,剧情 / 爱情 / 战争 / 古装
11137,20170917,精彩点,平凡岁月(04)(高清),2017-09-17 15:53:00,2017-09-17 16:38:03,11237,平凡岁月,45.0,大陆,国语,45,剧情 / 爱情
10290,20170917,精彩点,嫁到这世界边端(09),2017-09-17 15:54:03,2017-09-17 16:12:40,11087,嫁到这世界边端,18.61666666666667,香港,粤语,22,家庭 / 真人秀
10202,20170917,精彩点,踩过界(25),2017-09-17 15:57:00,2017-09-17 18:17:05,10246,踩过界,116.0,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10634,20170917,热点专题,咱们结婚吧(高清),2017-09-17 15:57:32,2017-09-17 16:15:52,10707,咱们结婚吧,18.33333333333333,大陆,国语 / 意大利语,127,喜剧 / 爱情
10757,20170917,精彩点,平凡岁月(06)(高清),2017-09-17 15:59:07,2017-09-17 16:39:08,11097,平凡岁月,40.01666666666667,大陆,国语,45,剧情 / 爱情
10470,20170917,热点专题,猫和老鼠(07),2017-09-17 16:00:40,2017-09-17 16:08:18,10281,猫和老鼠,7.633333333333333,美国,英语,30,喜剧 / 动画 / 家庭
10557,20170917,精彩点,我的仨妈俩爸(08)(高清),2017-09-17 16:04:24,2017-09-17 16:45:06,10776,我的仨妈俩爸,40.7,大陆,国语,45,剧情
10452,20170917,精彩点,那年花开月正圆(28)(高清),2017-09-17 16:05:43,2017-09-17 16:44:15,10085,那年花开月正圆,38.53333333333333,大陆,国语,45,剧情 / 古装
10470,20170917,热点专题,猫和老鼠(08),2017-09-17 16:08:17,2017-09-17 16:14:55,10281,猫和老鼠,6.633333333333333,美国,英语,30,喜剧 / 动画 / 家庭
10290,20170917,精彩点,嫁到这世界边端(10),2017-09-17 16:12:38,2017-09-17 16:33:00,11087,嫁到这世界边端,20.36666666666667,香港,粤语,22,家庭 / 真人秀
10470,20170917,热点专题,猫和老鼠(09),2017-09-17 16:16:17,2017-09-17 16:24:10,10281,猫和老鼠,7.883333333333333,美国,英语,30,喜剧 / 动画 / 家庭
10208,20170917,精彩点,火星情报局 第二季(12)(高清),2017-09-17 16:16:39,2017-09-17 16:38:52,10512,火星情报局 第二季,22.21666666666667,大陆,国语,55,脱口秀
10032,20170917,精彩点,灿烂的外母(14),2017-09-17 16:20:11,2017-09-17 16:41:11,10721,灿烂的外母,21.0,香港,粤语,40,剧情 / 喜剧
10480,20170917,热点专题,红色通道(05)(高清),2017-09-17 16:20:52,2017-09-17 16:55:33,10144,红色通道,34.68333333333333,大陆,国语,40,剧情 / 战争
10782,20170917,精彩点,倾世皇妃(08)(高清),2017-09-17 16:22:44,2017-09-17 17:08:23,11271,倾世皇妃,42.0,大陆,国语,42,剧情 / 爱情 / 古装
10585,20170917,精彩点,08月18日 超级飞侠二,2017-09-17 16:26:00,2017-09-17 16:39:26,10263,超级飞侠二,13.0,大陆,国语,13,动画
10162,20170917,精彩点,那年花开月正圆(15)(高清),2017-09-17 16:29:02,2017-09-17 16:34:04,10793,那年花开月正圆,5.033333333333333,大陆,国语,45,剧情 / 古装
10538,20170917,精彩点,猩球崛起(高清)(新兴猩星争霸战),2017-09-17 16:32:04,2017-09-17 18:11:38,10751,猩球崛起,99.56666666666666,美国,英语 / 美国手语,105,剧情 / 动作 / 科幻
10538,20170917,精彩点,猩球崛起(高清),2017-09-17 16:32:04,2017-09-17 18:11:38,10751,猩球崛起,99.56666666666666,美国,英语 / 美国手语,105,剧情 / 动作 / 科幻
10575,20170917,精彩点,09月10日 蒙面唱将猜猜猜 第二季：郑恺玩套路空降猜评团(高清),2017-09-17 16:32:12,2017-09-17 18:11:54,10155,蒙面唱将猜猜猜 第二季,90.0,大陆,国语,90,音乐 / 真人秀
10687,20170917,精彩点,谍影重重4(高清),2017-09-17 16:32:24,2017-09-17 17:35:00,10319,谍影重重4,62.6,大陆,国语,90,剧情
10687,20170917,精彩点,谍影重重4(高清)(同袍追杀，接棒007),2017-09-17 16:32:24,2017-09-17 17:35:00,10319,谍影重重4,62.6,大陆,国语,90,剧情
10162,20170917,精彩点,那年花开月正圆(16)(高清),2017-09-17 16:34:03,2017-09-17 16:38:46,10793,那年花开月正圆,4.716666666666667,大陆,国语,45,剧情 / 古装
10757,20170917,精彩点,平凡岁月(07)(高清),2017-09-17 16:39:07,2017-09-17 17:30:11,11097,平凡岁月,45.0,大陆,国语,45,剧情 / 爱情
10585,20170917,精彩点,08月18日 超级飞侠二,2017-09-17 16:39:25,2017-09-17 16:51:47,10263,超级飞侠二,12.36666666666667,大陆,国语,13,动画
10032,20170917,精彩点,灿烂的外母(15),2017-09-17 16:41:18,2017-09-17 17:29:36,10721,灿烂的外母,40.0,香港,粤语,40,剧情 / 喜剧
10452,20170917,精彩点,那年花开月正圆(29)(高清),2017-09-17 16:44:14,2017-09-17 17:17:22,10085,那年花开月正圆,33.13333333333333,大陆,国语,45,剧情 / 古装
10557,20170917,精彩点,我的仨妈俩爸(09)(高清),2017-09-17 16:45:03,2017-09-17 17:25:49,10776,我的仨妈俩爸,40.76666666666667,大陆,国语,45,剧情
11284,20170917,热点专题,神探夏洛克第三季(02)(高清),2017-09-17 16:46:24,2017-09-17 18:34:54,11183,神探夏洛克 第三季,90.0,英国,英语,90,剧情 / 悬疑 / 犯罪
10072,20170917,精彩点,第九区(高清)(人类反省的科幻巨作),2017-09-17 16:50:06,2017-09-17 17:24:00,10951,第九区,33.9,芬兰 / 俄罗斯 / 乌克兰,俄语,139,剧情 / 历史 / 战争
10585,20170917,精彩点,08月18日 超级飞侠二,2017-09-17 16:51:46,2017-09-17 17:03:35,10263,超级飞侠二,11.81666666666667,大陆,国语,13,动画
10480,20170917,热点专题,红色通道(06)(高清),2017-09-17 16:55:42,2017-09-17 17:34:28,10144,红色通道,38.76666666666667,大陆,国语,40,剧情 / 战争
11166,20170917,精彩点,09月16日 熊出没之丛林总动员(高清),2017-09-17 17:01:31,2017-09-17 17:37:04,10675,熊出没之丛林总动员,13.0,大陆,国语,13,喜剧 / 动画
10585,20170917,精彩点,09月15日 中国新歌声 第二季：郭沁周深默契演绎《大鱼》(高清),2017-09-17 17:04:17,2017-09-17 18:14:29,10263,中国新歌声 第二季,70.2,大陆,国语,100,音乐 / 真人秀
10782,20170917,精彩点,倾世皇妃(09)(高清),2017-09-17 17:08:21,2017-09-17 18:03:17,11271,倾世皇妃,42.0,大陆,国语,42,剧情 / 爱情 / 古装
11153,20170917,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),2017-09-17 17:12:22,2017-09-17 17:29:20,11299,中国新歌声 第二季,16.96666666666667,大陆,国语,100,音乐 / 真人秀
10255,20170917,热点专题,代号九耳犬(08)(高清),2017-09-17 17:13:59,2017-09-17 17:40:30,11037,代号九耳犬,26.51666666666667,大陆,国语,40,剧情
10779,20170917,精彩点,醉玲珑(39)(高清),2017-09-17 17:23:06,2017-09-17 18:13:13,10696,醉玲珑,45.0,大陆,国语,45,剧情 / 爱情 / 古装
10557,20170917,精彩点,我的仨妈俩爸(10)(高清),2017-09-17 17:25:47,2017-09-17 18:09:41,10776,我的仨妈俩爸,43.9,大陆,国语,45,剧情
11153,20170917,精彩点,09月03日 蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团(高清),2017-09-17 17:29:19,2017-09-17 18:57:28,11299,蒙面唱将猜猜猜 第二季,88.15,大陆,国语,90,音乐 / 真人秀
10032,20170917,精彩点,踩过界(22)(高清),2017-09-17 17:30:13,2017-09-17 18:13:19,10721,踩过界,43.1,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10032,20170917,精彩点,踩过界(22),2017-09-17 17:30:13,2017-09-17 18:13:19,10721,踩过界,43.1,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10058,20170917,精彩点,09月15日 中国新歌声 第二季：郭沁周深默契演绎《大鱼》(高清),2017-09-17 17:30:16,2017-09-17 18:22:02,10138,中国新歌声 第二季,51.76666666666667,大陆,国语,100,音乐 / 真人秀
10757,20170917,精彩点,平凡岁月(08)(高清),2017-09-17 17:30:20,2017-09-17 18:13:09,11097,平凡岁月,42.81666666666667,大陆,国语,45,剧情 / 爱情
11222,20170917,精彩点,超时空男臣(13),2017-09-17 17:32:02,2017-09-17 17:41:31,10491,超时空男臣,9.483333333333333,香港,粤语,45,喜剧
10687,20170917,精彩点,碟中谍5：神秘国度(高清)(“靓汤”猛料，血肉真英雄),2017-09-17 17:34:59,2017-09-17 18:02:58,10319,碟中谍5,27.98333333333333,大陆,国语,45,剧情 / 爱情
10687,20170917,精彩点,碟中谍5：神秘国度(调整字幕)(高清),2017-09-17 17:34:59,2017-09-17 18:02:58,10319,碟中谍5,27.98333333333333,大陆,国语,45,剧情 / 爱情
11166,20170917,精彩点,09月10日 熊出没之丛林总动员(高清),2017-09-17 17:37:24,2017-09-17 17:43:02,10675,熊出没之丛林总动员,5.633333333333333,大陆,国语,13,喜剧 / 动画
10160,20170917,精彩点,09月03日 蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团(高清),2017-09-17 17:38:41,2017-09-17 18:12:14,10209,蒙面唱将猜猜猜 第二季,33.55,大陆,国语,90,音乐 / 真人秀
10255,20170917,精彩点,那年花开月正圆(33)(高清),2017-09-17 17:40:29,2017-09-17 18:23:57,11037,那年花开月正圆,43.46666666666667,大陆,国语,45,剧情 / 古装
11222,20170917,精彩点,超时空男臣(15),2017-09-17 17:41:30,2017-09-17 17:48:30,10491,超时空男臣,7.0,香港,粤语,45,喜剧
11166,20170917,精彩点,09月09日 熊出没之丛林总动员(高清),2017-09-17 17:43:01,2017-09-17 17:54:34,10675,熊出没之丛林总动员,11.55,大陆,国语,13,喜剧 / 动画
11107,20170917,精彩点,踩过界(08),2017-09-17 17:45:23,2017-09-17 18:17:31,10749,踩过界,32.13333333333333,意大利,意大利语,116,剧情 / 喜剧 / 冒险
11222,20170917,精彩点,超时空男臣(16),2017-09-17 17:48:34,2017-09-17 18:05:25,10491,超时空男臣,16.85,香港,粤语,45,喜剧
10684,20170917,精彩点,异种(高清),2017-09-17 17:50:55,2017-09-17 18:34:07,10770,异种,43.2,大陆,国语,89,悬疑 / 惊悚 / 恐怖
11166,20170917,精彩点,09月12日 逗逗迪迪爱唱歌(高清),2017-09-17 17:55:48,2017-09-17 18:07:57,10675,逗逗迪迪爱唱歌,7.0,大陆,国语,7,动画
10550,20170917,精彩点,06月21日 疯狂小糖,2017-09-17 17:57:19,2017-09-17 18:07:07,10429,疯狂小糖,9.8,大陆,国语,10,动画
10313,20170917,热点专题,还珠格格 第二部(40)(高清),2017-09-17 17:57:59,2017-09-17 18:46:00,10076,还珠格格 第二部,45.0,大陆 / 香港,国语,45,剧情 / 爱情
10421,20170917,精彩点,郑伊健Beautiful Day 2011演唱会(高清),2017-09-17 18:03:12,2017-09-17 19:08:56,11163,郑伊健Beautiful Day 2011演唱会,60.0,大陆,国语,60,音乐
10782,20170917,精彩点,倾世皇妃(09)(高清),2017-09-17 18:03:16,2017-09-17 18:20:02,11271,倾世皇妃,16.76666666666667,大陆,国语,42,剧情 / 爱情 / 古装
10550,20170917,精彩点,06月21日 疯狂小糖,2017-09-17 18:07:06,2017-09-17 18:35:22,10429,疯狂小糖,10.0,大陆,国语,10,动画
11166,20170917,精彩点,09月09日 熊出没之丛林总动员(高清),2017-09-17 18:08:05,2017-09-17 19:00:01,10675,熊出没之丛林总动员,13.0,大陆,国语,13,喜剧 / 动画
10557,20170917,精彩点,我的仨妈俩爸(11)(高清),2017-09-17 18:09:51,2017-09-17 18:53:33,10776,我的仨妈俩爸,43.7,大陆,国语,45,剧情
11234,20170917,精彩点,夏至未至(02)(高清),2017-09-17 18:12:09,2017-09-17 18:43:41,10088,夏至未至,31.53333333333333,大陆,国语,45,剧情 / 爱情
10032,20170917,精彩点,踩过界(23)(高清),2017-09-17 18:13:17,2017-09-17 18:56:32,10721,踩过界,43.25,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10032,20170917,精彩点,踩过界(23),2017-09-17 18:13:17,2017-09-17 18:56:32,10721,踩过界,43.25,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10779,20170917,精彩点,盲约(12)(高清),2017-09-17 18:13:34,2017-09-17 19:25:19,10696,盲约,45.0,大陆,国语,45,剧情 / 喜剧 / 爱情
10160,20170917,精彩点,09月10日 蒙面唱将猜猜猜 第二季：郑恺玩套路空降猜评团(高清),2017-09-17 18:13:40,2017-09-17 18:44:12,10209,蒙面唱将猜猜猜 第二季,30.53333333333333,大陆,国语,90,音乐 / 真人秀
10585,20170917,精彩点,09月15日 中国新歌声 第二季：郭沁周深默契演绎《大鱼》(高清),2017-09-17 18:15:05,2017-09-17 18:30:44,10263,中国新歌声 第二季,15.65,大陆,国语,100,音乐 / 真人秀
11107,20170917,精彩点,踩过界(09),2017-09-17 18:17:30,2017-09-17 18:59:16,10749,踩过界,41.76666666666667,意大利,意大利语,116,剧情 / 喜剧 / 冒险
10782,20170917,精彩点,倾世皇妃(10)(高清),2017-09-17 18:20:00,2017-09-17 19:20:21,11271,倾世皇妃,42.0,大陆,国语,42,剧情 / 爱情 / 古装
10263,20170917,精彩点,我们的爱(03)(高清),2017-09-17 18:22:46,2017-09-17 19:06:37,10983,我们的爱,43.85,大陆,国语,45,剧情 / 爱情 / 家庭
10255,20170917,精彩点,那年花开月正圆(34)(高清),2017-09-17 18:24:04,2017-09-17 19:06:58,11037,那年花开月正圆,42.9,大陆,国语,45,剧情 / 古装
10225,20170917,精彩点,超时空男臣(32)(大结局),2017-09-17 18:28:05,2017-09-17 18:36:33,10255,超时空男臣,8.466666666666667,香港,粤语,45,喜剧
10757,20170917,精彩点,平凡岁月(09)(高清),2017-09-17 18:28:10,2017-09-17 19:06:43,11097,平凡岁月,38.55,大陆,国语,45,剧情 / 爱情
10356,20170917,精彩点,哈利波特消失的密室(高清),2017-09-17 18:29:26,2017-09-17 19:44:39,10782,哈利波特消失的密室,75.21666666666667,英国 / 美国,英语,140,剧情 / 奇幻 / 冒险
10236,20170917,精彩点,09月15日 极速前进 第四季：张继科化身战神接飞米(高清),2017-09-17 18:29:30,2017-09-17 19:05:17,10814,极速前进 第四季,35.78333333333333,大陆,国语,90,真人秀
10550,20170917,精彩点,06月23日 疯狂小糖,2017-09-17 18:35:21,2017-09-17 18:58:01,10429,疯狂小糖,10.0,大陆,国语,10,动画
10184,20170917,精彩点,那年花开月正圆(21)(高清),2017-09-17 18:37:34,2017-09-17 19:24:23,10746,那年花开月正圆,45.0,大陆,国语,45,剧情 / 古装
10302,20170917,精彩点,09月01日 中国新歌声 第二季：郭沁治愈嗓音征服E神(高清),2017-09-17 18:41:10,2017-09-17 19:09:02,11177,中国新歌声 第二季,27.86666666666667,大陆,国语,100,音乐 / 真人秀
10376,20170917,精彩点,哈利波特5：凤凰会的密令(高清),2017-09-17 18:43:29,2017-09-17 19:30:16,10316,哈利波特5,46.78333333333333,英国 / 美国,英语,153,剧情 / 奇幻 / 冒险
11234,20170917,精彩点,夏至未至(03)(高清),2017-09-17 18:43:39,2017-09-17 18:48:56,10088,夏至未至,5.283333333333333,大陆,国语,45,剧情 / 爱情
10160,20170917,精彩点,猩球崛起(高清)(新兴猩星争霸战),2017-09-17 18:44:40,2017-09-17 19:32:35,10209,猩球崛起,47.91666666666666,美国,英语 / 美国手语,105,剧情 / 动作 / 科幻
10013,20170917,精彩点,08月21日 熊熊乐园(高清),2017-09-17 18:44:46,2017-09-17 18:59:01,11075,熊熊乐园,13.0,大陆,国语,13,动画 / 儿童 / 冒险
10313,20170917,精彩点,06月24日 棉花糖和云朵妈妈(高清),2017-09-17 18:48:16,2017-09-17 19:39:59,10076,棉花糖和云朵妈妈,10.0,大陆,国语,10,儿童
11001,20170917,热点专题,美国队长(高清)(克里斯·埃文斯力拔山河),2017-09-17 18:48:34,2017-09-17 19:09:52,10129,美国队长,21.3,美国,英语 / 挪威语 / 法语,124,动作 / 科幻 / 冒险
10290,20170917,热点专题,驯龙高手(高清)(无牙仔的暖心犬属性),2017-09-17 18:50:07,2017-09-17 20:18:28,11087,驯龙高手,88.35,美国,英语,98,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
10290,20170917,热点专题,驯龙高手（英文版）(高清),2017-09-17 18:50:07,2017-09-17 20:18:28,11087,驯龙高手,88.35,美国,英语,98,喜剧 / 动画 / 家庭 / 奇幻 / 冒险
11234,20170917,精彩点,夏至未至(06)(高清),2017-09-17 18:50:33,2017-09-17 19:27:05,10088,夏至未至,36.53333333333333,大陆,国语,45,剧情 / 爱情
10566,20170917,精彩点,猩球崛起(高清)(新兴猩星争霸战),2017-09-17 18:50:46,2017-09-17 19:37:08,10954,猩球崛起,46.36666666666667,美国,英语 / 美国手语,105,剧情 / 动作 / 科幻
10566,20170917,精彩点,猩球崛起(高清),2017-09-17 18:50:46,2017-09-17 19:37:08,10954,猩球崛起,46.36666666666667,美国,英语 / 美国手语,105,剧情 / 动作 / 科幻
10557,20170917,精彩点,我的仨妈俩爸(12)(高清),2017-09-17 18:53:31,2017-09-17 19:36:45,10776,我的仨妈俩爸,43.23333333333333,大陆,国语,45,剧情
10032,20170917,精彩点,踩过界(24),2017-09-17 18:56:31,2017-09-17 19:23:04,10721,踩过界,26.55,意大利,意大利语,116,剧情 / 喜剧 / 冒险
